date,language,n_tweets,n_retweets,sum_compound,sum_sq_compound,sum_pos,sum_neg,sum_neu,sum_followers,sum_followers_weighted_compound,n_dropped_text,n_dropped_ts,source_file
2023-02-27,am,50,2431,3.3126000000000007,1.1942153999999998,3.69,2.6620000000000004,43.648,906313,5089.4104,0,0,chunk_016.csv
2023-02-27,ar,313,834,4.114000000000001,10.22530792,2.812,2.0190000000000006,308.16900000000004,8506966,1035393.3945000002,0,0,chunk_016.csv
2023-02-27,bg,46,26,0.4404,0.19395216,0.299,0.15,45.551,76096,6.606,0,0,chunk_016.csv
2023-02-27,bn,67,8,-4.6824,2.7474796800000005,0.0,1.741,65.259,9606142,-1661528.8404,0,0,chunk_016.csv
2023-02-27,ca,306,1517,31.646399999999996,25.255327600000026,9.982000000000008,4.523000000000001,291.49600000000015,3970979,110055.31259999996,0,0,chunk_016.csv
2023-02-27,cs,244,2382,24.45319999999999,31.929329560000006,11.705000000000002,3.1590000000000003,229.13399999999996,581855,24681.224,0,0,chunk_016.csv
2023-02-27,cy,44,70,-1.7422999999999995,4.406149449999999,0.845,1.487,41.668,324509,11544.047600000002,0,0,chunk_016.csv
2023-02-27,da,135,160,-12.007699999999994,14.328592549999998,3.0479999999999996,8.324000000000002,123.62699999999992,383531,-18931.292600000008,0,0,chunk_016.csv
2023-02-27,de,14637,1114240,-6055.655400000389,5214.962509540092,169.8899999999993,1687.8379999999827,12779.298000000072,115941583,-36798080.25030007,0,0,chunk_016.csv
2023-02-27,el,425,2433,3.9181999999999997,15.20334974,4.342,3.0069999999999992,417.65000000000003,1445622,190335.4089,0,0,chunk_016.csv
2023-02-27,en,178131,40124784,-9683.628300002236,57244.840609416955,16699.69299999951,18893.901999997976,142537.0479999972,1162330687,-65288226.90869987,0,0,chunk_016.csv
2023-02-27,es,10772,1361146,-400.87880000000337,814.1114435600144,176.3150000000033,273.19299999999913,10322.327999999727,204971480,-964807.885299982,0,0,chunk_016.csv
2023-02-27,et,182,3044,-10.2455,9.96694343,1.2590000000000001,5.296,175.445,364349,-27479.823900000003,0,0,chunk_016.csv
2023-02-27,eu,55,17,0.07659999999999989,2.26841922,0.615,1.126,53.259,2225820,4588.912200000001,0,0,chunk_016.csv
2023-02-27,fa,66,569,-1.6374,2.27561068,0.257,0.49,65.254,443190,-26106.355000000003,0,0,chunk_016.csv
2023-02-27,fi,277,1713,-21.435800000000008,30.598064900000015,5.181000000000002,13.737000000000009,258.084,1037145,-61156.30209999999,0,0,chunk_016.csv
2023-02-27,fr,17063,2949112,-272.17210000000165,1439.8297045499996,294.3749999999963,369.93800000000726,16398.753000000608,321198579,-3105202.4280000017,0,0,chunk_016.csv
2023-02-27,gu,70,20,-2.143,1.7795348400000002,0.194,0.815,68.99000000000001,10235138,-310639.0214,0,0,chunk_016.csv
2023-02-27,hi,648,46309,-4.2492,40.626994599999996,8.598000000000003,7.864000000000004,631.5379999999999,232830157,-2850206.8095,0,0,chunk_016.csv
2023-02-27,ht,75,7,-14.69409999999999,19.398447769999997,3.3,11.98,59.719,50614,-735.6745000000008,0,0,chunk_016.csv
2023-02-27,hu,16,22,1.4203,1.8213632899999999,1.1280000000000001,0.494,14.378,156506,62415.3958,0,0,chunk_016.csv
2023-02-27,hy,2,0,0.0,0.0,0.0,0.0,2.0,1841,0.0,0,0,chunk_016.csv
2023-02-27,in,377,727,11.344000000000008,32.02967034000001,11.979999999999997,10.386999999999993,354.634,44918360,-6039264.0404,0,0,chunk_016.csv
2023-02-27,is,21,0,0.0,0.0,0.0,0.0,21.0,5986,0.0,0,0,chunk_016.csv
2023-02-27,it,8279,787965,488.16559999998344,655.1433851999826,200.53499999999937,101.82699999999996,7976.649000000004,55317093,4835204.3923999965,0,0,chunk_016.csv
2023-02-27,iw,55,478,0.2732,0.07463824,0.048,0.0,54.952,54775,0.5464,0,0,chunk_016.csv
2023-02-27,ja,838,22086,37.12189999999999,52.39845837000004,26.655000000000005,12.696999999999994,798.6510000000001,3071192,43645.209999999985,0,0,chunk_016.csv
2023-02-27,ka,21,0,-0.7269,0.52838361,0.0,0.337,20.663,6440,-729.0807,0,0,chunk_016.csv
2023-02-27,km,8,0,0.8074,0.65189476,0.343,0.0,7.657,261,87.1992,0,0,chunk_016.csv
2023-02-27,kn,44,2,-1.2026000000000001,1.28512646,0.167,0.567,43.266,2952815,-288884.19000000006,0,0,chunk_016.csv
