date,language,n_tweets,n_retweets,sum_compound,sum_sq_compound,sum_pos,sum_neg,sum_neu,sum_followers,sum_followers_weighted_compound,n_dropped_text,n_dropped_ts,source_file
2022-12-29,am,1,0,0.0,0.0,0.0,0.0,1.0,57,0.0,0,0,chunk_011.csv
2022-12-29,ar,165,80,7.4905,7.18753915,2.187,0.444,162.36900000000003,813399,350.7353999999996,0,0,chunk_011.csv
2022-12-29,bg,33,7,1.3609,0.47814844999999995,0.799,0.315,31.886000000000003,10436,534.9506,0,0,chunk_011.csv
2022-12-29,bn,64,5,-1.4923000000000002,0.9126069700000001,0.07,0.47,63.459999999999994,6178631,-182.33280000000002,0,0,chunk_011.csv
2022-12-29,ca,128,34,-1.4927,12.80175361,5.203999999999999,5.583,117.21500000000002,518180,201362.1696,0,0,chunk_011.csv
2022-12-29,cs,148,92,-3.5009999999999994,13.623096499999999,3.3530000000000006,4.105999999999999,140.541,223973,-17288.0287,0,0,chunk_011.csv
2022-12-29,cy,33,10,-2.2669,2.3694764900000003,0.44899999999999995,1.4050000000000002,31.146,33598,6464.463100000001,0,0,chunk_011.csv
2022-12-29,da,104,20,-22.948900000000005,19.299822329999998,2.075,13.111999999999993,88.81299999999996,307519,-30890.881199999978,0,0,chunk_011.csv
2022-12-29,de,2465,3934,-807.5936999999867,709.5541853499958,34.186000000000014,247.33600000000038,2183.467000000003,56784509,-14700792.892099986,0,0,chunk_011.csv
2022-12-29,el,114,73,4.1999,4.561912510000001,1.4869999999999999,0.548,111.96500000000002,790725,86724.4144,0,0,chunk_011.csv
2022-12-29,en,36726,49672,-1183.7719000000068,8023.265894209979,2412.90199999999,2672.286999999969,31640.752999999997,632749494,-130370116.51880103,0,0,chunk_011.csv
2022-12-29,es,1617,4217,-44.59049999999992,125.1554159499997,29.365000000000027,40.49700000000001,1547.1369999999997,85981331,-7508047.495600006,0,0,chunk_011.csv
2022-12-29,et,130,79,1.9714999999999994,10.677610449999998,4.024,3.1609999999999996,122.815,227777,-8516.077700000002,0,0,chunk_011.csv
2022-12-29,eu,67,1,0.5293000000000001,1.0284034100000001,0.39,0.333,66.277,37222,1069.6316000000002,0,0,chunk_011.csv
2022-12-29,fa,61,37,0.5941000000000001,1.00852081,0.195,0.176,60.629,1574826,-125665.5098,0,0,chunk_011.csv
2022-12-29,fi,127,78,-14.053899999999997,15.402696449999995,3.363,9.990999999999998,113.64799999999997,247596,-10230.770300000002,0,0,chunk_011.csv
2022-12-29,fr,2213,6251,6.690399999999998,153.9631551200001,38.797999999999966,40.38000000000001,2133.8180000000016,197293116,425940.7606000001,0,0,chunk_011.csv
2022-12-29,gu,57,19,1.2591,0.79448445,0.359,0.059,56.582,10965911,423.35730000000007,0,0,chunk_011.csv
2022-12-29,hi,380,276,-4.1292,11.212867139999997,2.324,3.053,374.62299999999993,172141184,-3232716.6058,0,0,chunk_011.csv
2022-12-29,ht,83,14,-25.501400000000015,19.082383499999995,1.474,15.112000000000002,66.415,52606,1340.6854999999944,0,0,chunk_011.csv
2022-12-29,hu,15,6,0.12860000000000016,1.5509650000000001,0.303,0.285,14.412,50600,24216.954200000004,0,0,chunk_011.csv
2022-12-29,in,443,70,-26.94369999999999,51.05987143000005,9.659,19.623000000000008,413.7169999999993,12323283,10654.780200000007,0,0,chunk_011.csv
2022-12-29,is,30,0,0.6988,0.48832143999999994,0.172,0.0,29.828,6597,1.3976,0,0,chunk_011.csv
2022-12-29,it,1185,1607,24.332399999999993,87.91441622000004,24.865000000000013,20.334999999999997,1139.8030000000003,39010074,5626035.174599999,0,0,chunk_011.csv
2022-12-29,iw,50,8,0.0,0.0,0.0,0.0,50.0,45619,0.0,0,0,chunk_011.csv
2022-12-29,ja,356,806,5.1366000000000005,18.657138680000003,8.303000000000003,5.729,341.9690000000001,956302,11437.238799999996,0,0,chunk_011.csv
2022-12-29,ka,28,2,0.0,0.0,0.0,0.0,28.0,18505,0.0,0,0,chunk_011.csv
2022-12-29,kn,37,2,-0.5994,0.3592803600000001,0.0,0.157,36.843,1401207,-543.0564,0,0,chunk_011.csv
2022-12-29,ko,41,0,1.0317,2.7098959300000005,0.925,0.443,39.63099999999999,16327,2581.0090999999998,0,0,chunk_011.csv
2022-12-29,lt,39,22,11.862200000000001,7.111337740000005,7.612000000000003,0.494,30.894000000000013,29135,4162.403600000003,0,0,chunk_011.csv
2022-12-29,lv,36,39,-12.562199999999995,7.410942759999998,0.083,6.736000000000001,29.18000000000001,80652,-4211.970200000002,0,0,chunk_011.csv
2022-12-29,ml,19,2,2.8133,1.1306652699999997,0.622,0.0,18.378000000000004,564353,1215.7475,0,0,chunk_011.csv
2022-12-29,mr,25,6,-0.5994,0.3592803600000001,0.0,0.218,24.782,6795957,-588.6108,0,0,chunk_011.csv
2022-12-29,my,7,5,0.0,0.0,0.0,0.0,7.0,5708441,0.0,0,0,chunk_011.csv
2022-12-29,ne,9,1,0.6369,0.40564161000000004,0.091,0.0,8.909,115598,1427.9298000000001,0,0,chunk_011.csv
2022-12-29,nl,271,111,-32.388999999999996,35.69189014000001,4.266,14.770999999999995,251.96400000000003,353893,-45543.54580000003,0,0,chunk_011.csv
2022-12-29,no,48,6,-2.4062,2.2015572600000004,0.336,1.954,45.71,46916,-5313.7459,0,0,chunk_011.csv
2022-12-29,or,9,0,-2.8743000000000003,1.6643643300000002,0.0,0.9509999999999998,8.049,2022323,-508595.511,0,0,chunk_011.csv
2022-12-29,pa,26,2,-1.0158,1.5004236800000001,0.185,0.621,25.194,1710054,-401961.9085,0,0,chunk_011.csv
2022-12-29,pl,342,254,-8.788299999999998,16.58318403000001,3.7939999999999996,6.215999999999999,331.99,9457567,-721712.9911999997,0,0,chunk_011.csv
2022-12-29,ps,2,2,0.0,0.0,0.0,0.0,2.0,1004411,0.0,0,0,chunk_011.csv
2022-12-29,pt,351,132,-2.3880999999999992,14.317693950000006,4.759,4.028000000000001,342.21299999999985,2661180,-120482.18989999998,0,0,chunk_011.csv
2022-12-29,ro,137,58,-4.3679,13.967697090000003,3.5250000000000004,5.892,127.58200000000001,2037624,-13491.923999999999,0,0,chunk_011.csv
2022-12-29,ru,1236,1452,26.330700000000007,44.80934859000001,24.602000000000015,11.172000000000002,1200.2219999999998,7102259,12335.343800000002,0,0,chunk_011.csv
2022-12-29,sd,2,0,0.6369,0.40564161000000004,0.181,0.0,1.819,13,1.9107,0,0,chunk_011.csv
2022-12-29,si,5,6,0.0,0.0,0.0,0.0,5.0,24340,0.0,0,0,chunk_011.csv
2022-12-29,sl,44,2,-1.0928,1.0617893600000001,0.504,0.872,42.624,21744,-4712.9274000000005,0,0,chunk_011.csv
2022-12-29,sr,30,0,0.3637,0.48027985000000006,0.677,0.174,29.149,39308,152.7349,0,0,chunk_011.csv
2022-12-29,sv,101,31,-23.132100000000012,16.539213570000015,0.5249999999999999,11.789000000000005,88.68599999999996,339822,-38363.99510000002,0,0,chunk_011.csv
2022-12-29,ta,87,42,-1.0362,0.71101314,0.41700000000000004,0.5409999999999999,86.04199999999999,25003680,-848062.4519999999,0,0,chunk_011.csv
2022-12-29,te,43,5,-1.4952,0.7647411800000001,0.0,0.495,42.505,2535868,-370386.10790000006,0,0,chunk_011.csv
2022-12-29,th,73,31,3.8643,2.73159499,1.4280000000000002,0.0,71.572,43697,2085.1588,0,0,chunk_011.csv
2022-12-29,tl,63,6,-4.322799999999999,14.88628696,3.774,7.342000000000001,51.886000000000024,118547,860.6577000000004,0,0,chunk_011.csv
2022-12-29,tr,419,311,9.0202,14.12385084,4.675000000000002,2.16,412.166,2820732,22182.963699999993,0,0,chunk_011.csv
2022-12-29,uk,3005,1498,136.4390999999997,145.6103148900001,82.82200000000005,29.50800000000001,2892.674999999998,10293536,325870.9861999998,0,0,chunk_011.csv
2022-12-29,und,5989,1788,220.63230000000053,491.7664196100013,241.59200000000004,147.31999999999996,5600.1030000000055,35232857,4380377.36510006,0,0,chunk_011.csv
2022-12-29,ur,167,132,3.5523999999999996,4.828578299999999,1.5410000000000004,1.097,164.36199999999997,21519324,170933.0007,0,0,chunk_011.csv
2022-12-29,vi,116,10,0.9267,0.62715201,0.3660000000000001,0.286,115.34800000000001,59763,100.02309999999999,0,0,chunk_011.csv
2022-12-29,zh,200,135,1.7243,4.5380093299999995,2.061,1.6600000000000001,196.27900000000002,1884754,64214.209800000004,0,0,chunk_011.csv
2022-12-30,am,4,1,0.0,0.0,0.0,0.0,4.0,576400,0.0,0,0,chunk_011.csv
2022-12-30,ar,352,106,13.885700000000005,11.906684110000002,5.988,2.5520000000000005,343.46000000000004,59328631,72315.5167,0,0,chunk_011.csv
2022-12-30,bg,41,8,3.0166,2.42653546,1.539,0.019,39.44200000000001,37733,11258.769,0,0,chunk_011.csv
2022-12-30,bn,77,6,-0.5474000000000001,1.2716206600000002,0.16499999999999998,0.677,76.158,4940386,-162986.9667,0,0,chunk_011.csv
2022-12-30,ca,115,12,-1.5758999999999994,9.994205209999995,3.9339999999999997,4.3069999999999995,106.76200000000001,207494,32057.394500000002,0,0,chunk_011.csv
2022-12-30,cs,151,57,-5.7996,11.73009114,3.0820000000000003,4.109,143.808,188624,-13132.991100000003,0,0,chunk_011.csv
2022-12-30,cy,81,11,-2.9314999999999998,3.7385088700000004,0.8680000000000001,1.9030000000000002,78.229,118763,2405.1558999999997,0,0,chunk_011.csv
2022-12-30,da,82,27,-16.911899999999992,16.16543663,1.966,10.312999999999999,69.722,244035,-14755.938500000006,0,0,chunk_011.csv
2022-12-30,de,2345,2922,-742.5440999999884,661.3330361099968,34.627,234.12099999999995,2076.244000000007,56387038,-20499997.1288,0,0,chunk_011.csv
2022-12-30,el,149,62,6.046499999999999,8.637485589999997,3.1510000000000002,1.4780000000000002,144.37100000000004,1805410,235787.73240000004,0,0,chunk_011.csv
2022-12-30,en,28620,37632,-114.45219999999182,8346.034490319995,2611.5779999999986,2600.782999999994,23407.570000000076,670199232,-49068707.92960036,0,0,chunk_011.csv
2022-12-30,es,2491,3133,4.792600000000009,141.02080369999953,45.55599999999997,42.41800000000007,2403.023000000001,328180278,1560733.0108,0,0,chunk_011.csv
2022-12-30,et,173,77,-1.1018000000000003,10.772858160000002,2.527,4.009,166.46399999999997,307124,-9124.513900000009,0,0,chunk_011.csv
2022-12-30,eu,50,6,1.0324,0.9423416200000001,0.5720000000000001,0.245,49.18299999999999,34950,11597.862700000001,0,0,chunk_011.csv
2022-12-30,fa,64,26,1.9223,1.8221925099999998,0.5710000000000001,0.37000000000000005,63.05899999999999,585447,564.6523000000001,0,0,chunk_011.csv
2022-12-30,fi,164,137,-12.841899999999994,15.666701449999998,2.3879999999999995,9.238999999999999,152.37399999999997,1243729,568749.4217,0,0,chunk_011.csv
2022-12-30,fr,2562,5835,44.20860000000004,193.06479466000005,57.702999999999996,50.34400000000002,2453.9570000000035,156193964,230375.10260000007,0,0,chunk_011.csv
2022-12-30,gu,41,5,-0.3236,0.25068250000000003,0.049,0.1,40.851,4728970,78354.1801,0,0,chunk_011.csv
2022-12-30,hi,266,518,-2.3369000000000004,8.398966730000001,1.9250000000000003,2.8000000000000003,261.276,195735871,-368859.7692,0,0,chunk_011.csv
2022-12-30,ht,117,27,-20.954200000000004,19.727228999999998,2.386,14.307999999999996,100.30499999999998,42705,-2582.7766000000006,0,0,chunk_011.csv
2022-12-30,hu,25,4,0.9299000000000002,1.48290133,0.8739999999999999,0.257,23.868999999999996,13423,1016.9512000000001,0,0,chunk_011.csv
2022-12-30,in,579,158,-114.76450000000048,132.36838044999973,8.486000000000004,43.94200000000014,526.5729999999992,7087606,81558.55480000006,0,0,chunk_011.csv
2022-12-30,is,28,0,0.2732,0.07463824,0.218,0.161,27.622,7414,105.4552,0,0,chunk_011.csv
2022-12-30,it,1479,1911,83.21730000000018,109.52772437000004,39.618,17.55299999999999,1421.8329999999999,48598934,5879580.714500007,0,0,chunk_011.csv
2022-12-30,iw,51,2,0.0,0.0,0.0,0.0,51.0,17899,0.0,0,0,chunk_011.csv
2022-12-30,ja,340,286,7.931400000000003,29.814137599999977,11.703,7.0640000000000045,321.23399999999987,637466,11171.009899999975,0,0,chunk_011.csv
2022-12-30,ka,29,5,0.0,0.0,0.0,0.0,29.0,19247,0.0,0,0,chunk_011.csv
2022-12-30,kn,30,4,0.9125000000000001,0.42223597,0.271,0.0,29.729,2280992,164886.7662,0,0,chunk_011.csv
2022-12-30,ko,42,1,-0.9261999999999999,2.4688324600000002,0.606,0.8320000000000001,40.562,74835,-144.38380000000006,0,0,chunk_011.csv
2022-12-30,lt,50,2,11.166900000000002,6.589733610000003,7.121000000000002,0.231,42.64800000000002,13526,2784.857300000001,0,0,chunk_011.csv
2022-12-30,lv,34,18,-13.729299999999993,8.490806169999999,0.31,7.654000000000001,26.03600000000001,41808,1021.8787999999995,0,0,chunk_011.csv
2022-12-30,ml,14,0,-1.3616,0.9269772799999999,0.0,0.496,13.504000000000001,812486,-74.2072,0,0,chunk_011.csv
2022-12-30,mr,19,6,-0.02279999999999993,0.8408457,0.208,0.15,18.642000000000003,3919384,-313792.68869999994,0,0,chunk_011.csv
2022-12-30,ne,7,0,-0.8679,0.75325041,0.0,0.19,6.8100000000000005,53312,-6031.905,0,0,chunk_011.csv
2022-12-30,nl,327,203,-39.37330000000005,40.56327419000001,4.812,16.672999999999995,305.5129999999999,1015953,-74584.55120000003,0,0,chunk_011.csv
2022-12-30,no,56,4,1.6154000000000002,1.71762576,0.8519999999999999,0.56,54.587999999999994,28069,-33.9945,0,0,chunk_011.csv
2022-12-30,or,11,3,-1.1568,0.6699751200000001,0.0,0.302,10.698,2912031,-140438.3382,0,0,chunk_011.csv
2022-12-30,pa,19,1,-2.1185,2.18772605,0.186,0.755,18.06,1076770,-285256.12580000004,0,0,chunk_011.csv
2022-12-30,pl,278,202,-3.359299999999999,15.393316890000005,3.8400000000000007,5.765000000000001,268.39700000000005,5889058,-705183.1661,0,0,chunk_011.csv
2022-12-30,pt,841,255,-8.902599999999998,57.807646799999986,14.295,17.45000000000001,809.2510000000005,61473854,-666563.8515999991,0,0,chunk_011.csv
2022-12-30,ro,171,75,-3.3571999999999997,19.091656419999993,6.100999999999998,6.918999999999999,157.98000000000002,4833903,-36942.2311,0,0,chunk_011.csv
2022-12-30,ru,1047,1077,53.5312999999999,54.68844103000001,30.539000000000012,10.270999999999999,1006.1950000000002,7556839,75357.00339999997,0,0,chunk_011.csv
2022-12-30,sd,1,0,0.875,0.765625,0.244,0.0,0.756,3,2.625,0,0,chunk_011.csv
2022-12-30,sl,42,3,0.7536,0.9472185,0.593,0.22200000000000003,41.185,31743,4882.844,0,0,chunk_011.csv
2022-12-30,sr,25,0,0.0,0.0,0.0,0.0,25.0,15230,0.0,0,0,chunk_011.csv
2022-12-30,sv,91,31,-18.80960000000001,16.63429528000001,1.06,11.202000000000002,78.738,183163,-13915.802800000021,0,0,chunk_011.csv
2022-12-30,ta,78,181,0.05039999999999978,2.3330215599999997,0.699,0.7859999999999999,76.514,35082635,538933.8409999998,0,0,chunk_011.csv
2022-12-30,te,33,2,-0.5423,0.29408929,0.0,0.212,32.788,1021891,-3286.8803,0,0,chunk_011.csv
2022-12-30,th,121,456,6.6906,5.892892299999999,2.106,0.631,118.26299999999999,5719059,5019.9077,0,0,chunk_011.csv
2022-12-30,tl,92,146,0.4859000000000022,14.750270110000006,5.647,6.7040000000000015,79.649,250922,21771.379800000002,0,0,chunk_011.csv
2022-12-30,tr,582,321,14.78770000000001,22.148249169999996,9.200999999999999,4.397999999999999,568.4040000000002,5177349,366860.18090000015,0,0,chunk_011.csv
2022-12-30,uk,2569,1500,129.43259999999984,124.0010027999997,71.75200000000007,23.772000000000002,2473.481,6499734,466679.7283999996,0,0,chunk_011.csv
2022-12-30,und,5178,2000,210.78700000000012,421.2935692600004,206.9539999999998,120.64699999999988,4850.385000000005,30605491,-1954297.027600002,0,0,chunk_011.csv
2022-12-30,ur,149,625,3.2927,1.92370301,0.885,0.134,147.981,36947021,2308.2828999999997,0,0,chunk_011.csv
2022-12-30,vi,117,13,-0.9542000000000002,2.0868008200000006,0.491,0.726,115.783,81451,1180.0191,0,0,chunk_011.csv
2022-12-30,zh,187,890,0.12729999999999975,5.31142041,1.6549999999999998,1.71,183.63500000000005,1047215,-9508.806999999999,0,0,chunk_011.csv
2022-12-31,am,1,2,0.0,0.0,0.0,0.0,1.0,192176,0.0,0,0,chunk_011.csv
2022-12-31,ar,108,51,2.8169,5.652514270000001,1.616,0.7809999999999999,105.604,5159722,-61250.965899999996,0,0,chunk_011.csv
2022-12-31,bg,51,34,2.397,1.51197102,1.23,0.0,49.769999999999996,97923,1968.9144,0,0,chunk_011.csv
